date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:27:16	222023/222023	---M--	200	added ('OK')	image/svg+xml	etag:%226247f2dc-36347%22	https://astake.finance/assets/fonts/Feather144f.svg?sdxovp	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/Feather144f144f.svg	(from https://astake.finance/assets/css/plugins/feature.css)
03:27:17	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226247f2dc-800%22	https://astake.finance/assets/fonts/slick.eot	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/slick.eot	(from https://astake.finance/assets/css/plugins/slick-theme.css)
03:27:17	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226247f2dc-800%22	https://astake.finance/assets/fonts/slickd41d.eot?	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/slickd41dd41d.eot	(from https://astake.finance/assets/css/plugins/slick-theme.css)
03:27:17	1380/1380	---M--	200	added ('OK')	application/font-woff	etag:%226247f2dc-564%22	https://astake.finance/assets/fonts/slick.woff	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/slick.woff	(from https://astake.finance/assets/css/plugins/slick-theme.css)
03:27:17	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%226247f2dc-764%22	https://astake.finance/assets/fonts/slick.ttf	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/slick.ttf	(from https://astake.finance/assets/css/plugins/slick-theme.css)
03:27:18	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%226247f2dc-868%22	https://astake.finance/assets/fonts/slick.svg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/slick.svg	(from https://astake.finance/assets/css/plugins/slick-theme.css)
03:27:18	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226247f2dc-fb8%22	https://astake.finance/assets/images/icons/lgd641.eot?n1z373	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/lgd641d641.eot	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:18	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226247f2dc-fb8%22	https://astake.finance/assets/images/icons/lgd41d.eot?	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/lgd41dd41d.eot	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:19	3956/3956	---M--	200	added ('OK')	application/font-woff	etag:%226247f2dc-f74%22	https://astake.finance/assets/images/icons/lgd641.woff?n1z373	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/lgd641d641.woff	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:19	3880/3880	---M--	200	added ('OK')	application/octet-stream	etag:%226247f2dc-f28%22	https://astake.finance/assets/images/icons/lgd641.ttf?n1z373	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/lgd641d641.ttf	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:19	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2022%20Apr%202022%2001:27:18%20GMT	https://astake.finance/assets/css/fonts/lgd641.html?n1z373	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/css/fonts/lgd641d641.html	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:20	2658/2658	---MCZ	200	added ('OK')	text/html	etag:W/%226247f2dc-a62%22	https://astake.finance/assets/images/icons/vimeo-play.html	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/vimeo-play.html	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:20	2658/2658	---MCZ	200	added ('OK')	text/html	etag:W/%226247f2dc-a62%22	https://astake.finance/assets/images/icons/video-play.html	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/video-play.html	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:20	2658/2658	---MCZ	200	added ('OK')	text/html	etag:W/%226247f2dc-a62%22	https://astake.finance/assets/images/icons/youtube-play.html	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/youtube-play.html	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:21	3801/3801	---M--	200	added ('OK')	image/gif	etag:%226247f2dc-ed9%22	https://astake.finance/assets/images/icons/loading.gif	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/icons/loading.gif	(from https://astake.finance/assets/css/plugins/lightbox.css)
03:27:21	78464/78464	---M--	200	added ('OK')	application/octet-stream	etag:%226247f2dc-13280%22	https://astake.finance/assets/fonts/Sansation_Regular.ttf	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/Sansation_Regular.ttf	(from https://astake.finance/assets/css/style.css)
03:27:21	78784/78784	---M--	200	added ('OK')	application/octet-stream	etag:%226247f2dc-133c0%22	https://astake.finance/assets/fonts/Sansation_Light.ttf	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/Sansation_Light.ttf	(from https://astake.finance/assets/css/style.css)
03:27:22	79116/79116	---M--	200	added ('OK')	application/octet-stream	etag:%226247f2dc-1350c%22	https://astake.finance/assets/fonts/Sansation_Italic.ttf	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/Sansation_Italic.ttf	(from https://astake.finance/assets/css/style.css)
03:27:22	78740/78740	---M--	200	added ('OK')	application/octet-stream	etag:%226247f2dc-13394%22	https://astake.finance/assets/fonts/SansationBold.ttf	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/SansationBold.ttf	(from https://astake.finance/assets/css/style.css)
03:27:22	79208/79208	---M--	200	added ('OK')	application/octet-stream	etag:%226247f2dc-13568%22	https://astake.finance/assets/fonts/Sansation_Bold_Italic.ttf	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/fonts/Sansation_Bold_Italic.ttf	(from https://astake.finance/assets/css/style.css)
03:27:22	125954/125954	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-1ec02%22	https://astake.finance/assets/images/bg/bg-image-1.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-1.jpg	(from https://astake.finance/assets/css/style.css)
03:27:23	214175/214175	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-3449f%22	https://astake.finance/assets/images/bg/bg-image-2.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-2.jpg	(from https://astake.finance/assets/css/style.css)
03:27:23	173571/173571	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-2a603%22	https://astake.finance/assets/images/bg/bg-image-3.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-3.jpg	(from https://astake.finance/assets/css/style.css)
03:27:24	270790/270790	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-421c6%22	https://astake.finance/assets/images/bg/bg-image-4.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-4.jpg	(from https://astake.finance/assets/css/style.css)
03:27:24	55222/55222	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-d7b6%22	https://astake.finance/assets/images/bg/bg-image-5.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-5.jpg	(from https://astake.finance/assets/css/style.css)
03:27:25	153293/153293	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-256cd%22	https://astake.finance/assets/images/bg/bg-image-7.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-7.jpg	(from https://astake.finance/assets/css/style.css)
03:27:25	80308/80308	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-139b4%22	https://astake.finance/assets/images/bg/bg-image-6.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-6.jpg	(from https://astake.finance/assets/css/style.css)
03:27:25	170865/170865	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-29b71%22	https://astake.finance/assets/images/bg/bg-image-8.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-8.jpg	(from https://astake.finance/assets/css/style.css)
03:27:26	127563/127563	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-1f24b%22	https://astake.finance/assets/images/bg/bg-image-9.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-9.jpg	(from https://astake.finance/assets/css/style.css)
03:27:26	82292/82292	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-14174%22	https://astake.finance/assets/images/bg/bg-image-10.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-10.jpg	(from https://astake.finance/assets/css/style.css)
03:27:26	37559/37559	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-92b7%22	https://astake.finance/assets/images/bg/bg-image-11.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-11.jpg	(from https://astake.finance/assets/css/style.css)
03:27:27	111932/111932	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-1b53c%22	https://astake.finance/assets/images/bg/bg-image-12.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-12.jpg	(from https://astake.finance/assets/css/style.css)
03:27:27	115395/115395	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-1c2c3%22	https://astake.finance/assets/images/bg/bg-image-13.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-13.jpg	(from https://astake.finance/assets/css/style.css)
03:27:27	57832/57832	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-e1e8%22	https://astake.finance/assets/images/bg/bg-image-14.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-14.jpg	(from https://astake.finance/assets/css/style.css)
03:27:27	74239/74239	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-121ff%22	https://astake.finance/assets/images/bg/bg-image-15.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-15.jpg	(from https://astake.finance/assets/css/style.css)
03:27:28	2658/2658	---MCZ	200	added ('OK')	text/html	etag:W/%226247f2dc-a62%22	https://astake.finance/assets/images/bg/bg-image-16.html	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-16.html	(from https://astake.finance/assets/css/style.css)
03:27:28	43683/43683	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-aaa3%22	https://astake.finance/assets/images/bg/bg-image-17.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-17.jpg	(from https://astake.finance/assets/css/style.css)
03:27:28	105246/105246	---M--	200	added ('OK')	image/jpeg	etag:%226247f2dc-19b1e%22	https://astake.finance/assets/images/bg/bg-image-18.jpg	C:/My%20Web%20Sites/https___astake.finance_/astake.finance/assets/images/bg/bg-image-18.jpg	(from https://astake.finance/assets/css/style.css)
